Unnamed: 0,high_priced,derived_loan_product_type,loan_purpose,reverse_mortgage,loan_amount,loan_to_value_ratio,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,property_value,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,cv_fold
4510189,0,Conventional:First Lien,1,2,605000,20.17,,,360.0,36.0,24.0,2,1,2,2975000.0,177.0,44,8,10,2
1062297,0,Conventional:First Lien,1,2,175000,88.5,,,300.0,,12.0,2,1,2,205000.0,90.0,20%-<30%,2,9,4
5730162,1,Conventional:Subordinate Lien,1,2,85000,90.0,,,360.0,,1.0,2,1,2,585000.0,330.0,37,8,9,4
5736697,1,Conventional:Subordinate Lien,1,2,105000,89.92,,,240.0,,,2,2,2,625000.0,339.0,37,8,9,0
1838298,0,Conventional:Subordinate Lien,1,2,105000,81.8,,,360.0,36.0,1.0,2,2,2,305000.0,143.0,37,8,9,2
4454241,0,Conventional:First Lien,1,2,105000,23.57,,,360.0,,1.0,2,2,2,425000.0,80.0,20%-<30%,1,1,1
2784379,0,Conventional:Subordinate Lien,1,2,75000,88.16,,,360.0,,12.0,2,1,2,585000.0,165.0,49,8,10,0
5544667,0,Conventional:First Lien,1,2,205000,50.0,,,361.0,,1.0,2,2,2,405000.0,73.0,38,2,10,3
5714968,1,Conventional:First Lien,1,2,255000,36.2,,,,,6.0,2,1,2,695000.0,71.0,30%-<36%,3,10,3
4064654,1,Conventional:Subordinate Lien,1,2,85000,89.89,,,360.0,,1.0,2,1,2,805000.0,163.0,44,8,10,1
867936,0,Conventional:First Lien,1,2,225000,73.77,,,60.0,,1.0,2,1,2,305000.0,44.0,>60%,8,8,3
2560247,0,Conventional:First Lien,1,1111,165000,,,,,,,1111,1111,1111,,45.0,Exempt,1111,1111,2
554939,1,Conventional:Subordinate Lien,1,2,35000,89.49,,,120.0,,1.0,2,2,1,95000.0,87.0,20%-<30%,3,3,2
5732032,0,Conventional:Subordinate Lien,1,2,115000,80.0,,,360.0,,1.0,2,1,2,995000.0,209.0,41,8,9,0
5732365,0,Conventional:Subordinate Lien,1,2,55000,89.99,,,360.0,,1.0,2,1,2,515000.0,123.0,42,8,9,0
1601431,0,Conventional:First Lien,1,2,135000,31.63,,,360.0,,1.0,2,1,2,415000.0,38.0,50%-60%,8,8,4
3101688,0,Conventional:Subordinate Lien,1,2,55000,80.0,,,120.0,,1.0,2,1,1,625000.0,310.0,<20%,4,4,4
4401864,0,Conventional:Subordinate Lien,1,2,255000,75.0,,,360.0,,,2,2,2,955000.0,258.0,46,9,2,2
2835316,0,Conventional:First Lien,1,2,1055000,80.0,,,360.0,,1.0,2,2,2,1315000.0,340.0,42,2,9,4
2455253,0,Conventional:First Lien,1,2,85000,100.0,,,120.0,,,2,1,1,85000.0,82.0,30%-<36%,2,1,2
3557735,0,Conventional:First Lien,1,2,145000,77.84,,,361.0,36.0,,2,2,2,185000.0,99.0,20%-<30%,1,10,0
5225902,0,Conventional:Subordinate Lien,1,2,105000,51.49,,,361.0,36.0,,2,2,2,435000.0,154.0,38,1,10,0
5393873,0,Conventional:Subordinate Lien,1,2,65000,95.05,,,360.0,,3.0,2,2,2,225000.0,75.0,20%-<30%,9,9,1
3203311,0,Conventional:First Lien,1,2,205000,80.0,,,360.0,,1.0,2,1,2,265000.0,88.0,47,8,8,4
1226402,0,Conventional:Subordinate Lien,1,2,405000,84.93,,,300.0,,1.0,2,1,1,1125000.0,472.0,20%-<30%,1,1,3
301917,1,Conventional:Subordinate Lien,1,2,15000,89.42,,,360.0,,1.0,2,1,2,195000.0,112.0,36,2,1,4
4062612,1,Conventional:Subordinate Lien,1,2,55000,89.99,,,360.0,,1.0,2,1,2,545000.0,212.0,38,8,9,4
2733949,1,Conventional:Subordinate Lien,1,2,125000,90.0,,,360.0,,1.0,2,2,2,805000.0,205.0,30%-<36%,1,9,1
3599862,0,Conventional:First Lien,1,2,35000,42.86,,,360.0,24.0,6.0,2,1,2,75000.0,46.0,38,6,10,1
5459880,0,Conventional:First Lien,1,2,345000,80.0,,,300.0,,1.0,2,1,2,425000.0,77.0,45,9,9,0
5732749,1,Conventional:Subordinate Lien,1,2,195000,90.0,,,360.0,,1.0,2,1,2,715000.0,234.0,30%-<36%,8,9,3
3877710,0,Conventional:Subordinate Lien,1,2,505000,41.23,,,361.0,,1.0,2,2,2,1225000.0,866.0,<20%,3,10,4
2759174,0,Conventional:Subordinate Lien,1,2,275000,75.0,,,300.0,,1.0,2,1,2,635000.0,84.0,>60%,7,10,2
4867378,0,Conventional:Subordinate Lien,1,2,765000,70.0,,,444.0,,,2,1,2,1195000.0,393.0,50%-60%,2,2,3
4063553,0,Conventional:Subordinate Lien,1,2,55000,89.98,,,360.0,,1.0,2,1,2,525000.0,130.0,43,8,10,0
5729696,1,Conventional:Subordinate Lien,1,2,105000,83.39,,,360.0,,1.0,2,1,2,935000.0,356.0,20%-<30%,8,9,4
1004640,0,Conventional:First Lien,1,2,95000,27.428,,,360.0,36.0,12.0,2,2,2,355000.0,46.0,49,8,8,4
4867516,0,Conventional:Subordinate Lien,1,2,105000,69.6,,,480.0,,,2,2,2,525000.0,274.0,<20%,2,2,4
5803270,0,Conventional:Subordinate Lien,1,2,85000,89.2,,,360.0,36.0,,2,2,2,855000.0,133.0,49,3,10,4
5752152,1,Conventional:Subordinate Lien,1,2,25000,89.64,,,360.0,,1.0,2,1,2,285000.0,120.0,46,9,8,4
4365135,0,Conventional:Subordinate Lien,1,2,55000,84.58,,,360.0,,3.0,2,1,2,215000.0,,30%-<36%,3,10,0
2654207,0,Conventional:First Lien,1,1111,75000,80.0,,,360.0,,,1111,1111,1111,95000.0,58.0,<20%,7,10,3
4613653,0,Conventional:Subordinate Lien,1,2,75000,85.0,,,300.0,,1.0,2,1,2,625000.0,410.0,<20%,8,9,1
5545973,0,Conventional:Subordinate Lien,1,2,55000,89.9,,,444.0,,,2,1,2,285000.0,154.0,20%-<30%,2,10,4
5730975,0,Conventional:Subordinate Lien,1,2,265000,80.0,,,360.0,,1.0,2,1,2,1175000.0,465.0,36,8,9,4
1601680,0,Conventional:First Lien,1,2,25000,16.89,,,360.0,,1.0,2,1,2,145000.0,73.0,<20%,8,8,4
5727890,1,Conventional:Subordinate Lien,1,2,355000,89.33,,,360.0,,1.0,2,1,2,895000.0,291.0,39,8,9,4
4068180,1,Conventional:Subordinate Lien,1,2,45000,87.7,,,360.0,,1.0,2,1,2,565000.0,126.0,38,8,9,1
5733520,0,Conventional:Subordinate Lien,1,2,55000,89.99,,,360.0,,1.0,2,1,2,545000.0,235.0,38,8,9,3
3200164,0,Conventional:Subordinate Lien,1,2,175000,70.3,,,480.0,,,2,2,2,325000.0,30.0,20%-<30%,2,10,0
4060381,1,Conventional:Subordinate Lien,1,2,195000,89.62,,,360.0,,1.0,2,1,2,1305000.0,491.0,42,8,9,4
5694114,0,Conventional:Subordinate Lien,1,2,15000,94.79,,,120.0,,1.0,2,1,1,135000.0,79.0,30%-<36%,3,3,4
2737218,0,Conventional:Subordinate Lien,1,2,85000,90.0,,,300.0,36.0,1.0,2,1,2,835000.0,182.0,30%-<36%,9,1,1
4791071,0,Conventional:First Lien,1,2,85000,90.0,,,480.0,,1.0,2,2,2,95000.0,91.0,36,1,10,4
5735199,0,Conventional:Subordinate Lien,1,2,255000,61.11,,,360.0,,1.0,2,1,2,905000.0,133.0,40,8,10,2
2946369,0,Conventional:Subordinate Lien,1,2,75000,89.98290598,,,300.0,,1.0,2,1,2,585000.0,238.0,30%-<36%,8,10,1
5730681,1,Conventional:Subordinate Lien,1,2,125000,85.0,,,360.0,,1.0,2,1,2,955000.0,225.0,30%-<36%,8,10,3
2325265,0,Conventional:First Lien,1,2,85000,41.75,,,180.0,24.0,1.0,2,1,2,215000.0,56.0,39,8,8,1
5236392,0,Conventional:Subordinate Lien,1,2,975000,60.0,,,300.0,,1.0,2,1,2,2865000.0,1620.0,<20%,1,9,0
2864164,0,Conventional:Subordinate Lien,1,2,185000,89.48,,,360.0,36.0,1.0,2,2,2,1895000.0,350.0,42,1,10,0
5740986,0,Conventional:First Lien,1,2,205000,55.3,,,300.0,,1.0,2,1,2,375000.0,37.0,49,8,8,1
5734473,0,Conventional:Subordinate Lien,1,2,95000,80.0,,,360.0,,1.0,2,1,2,945000.0,177.0,42,8,9,4
4062330,1,Conventional:Subordinate Lien,1,2,185000,89.99,,,360.0,,1.0,2,1,2,715000.0,458.0,42,8,10,4
5454822,0,Conventional:Subordinate Lien,1,2,205000,80.0,,,300.0,,2.0,2,1,2,1095000.0,148.0,45,3,9,1
1812349,0,Conventional:Subordinate Lien,1,2,155000,28.24,,,360.0,36.0,1.0,2,2,2,955000.0,180.0,49,8,10,3
297227,0,Conventional:Subordinate Lien,1,2,245000,89.98,,,360.0,,6.0,2,1,2,295000.0,403.0,<20%,3,3,1
1080638,1,Conventional:Subordinate Lien,1,2,55000,90.476,,,120.0,,,2,1,2,525000.0,122.0,40,3,3,4
4533084,0,Conventional:Subordinate Lien,1,2,55000,80.0,,,360.0,36.0,1.0,2,2,2,1045000.0,238.0,37,1,10,2
5728001,1,Conventional:Subordinate Lien,1,2,265000,80.0,,,360.0,,1.0,2,1,2,825000.0,766.0,<20%,8,9,4
5267601,0,Conventional:First Lien,1,2,35000,89.66,,,360.0,24.0,1.0,2,1,2,35000.0,35.0,50%-60%,8,9,0
5917941,0,Conventional:Subordinate Lien,1,2,75000,80.0,,,240.0,,1.0,2,1,1,665000.0,186.0,37,2,10,4
5731076,1,Conventional:Subordinate Lien,1,2,115000,89.68,,,360.0,,1.0,2,1,2,1165000.0,231.0,44,8,10,0
2871990,0,Conventional:Subordinate Lien,1,2,165000,89.385,,,359.0,36.0,24.0,2,1,2,1305000.0,254.0,30%-<36%,1,10,4
4084512,0,Conventional:First Lien,1,2,125000,18.46,,,360.0,,1.0,2,1,2,655000.0,152.0,<20%,9,8,1
5730998,1,Conventional:Subordinate Lien,1,2,195000,89.99,,,360.0,,1.0,2,1,2,725000.0,286.0,42,8,9,0
1273341,0,FHA:First Lien,1,1,325000,,,,,,13.0,2,2,2,735000.0,49.0,,9,10,2
3569208,0,Conventional:Subordinate Lien,1,2,2005000,53.1,,,300.0,,1.0,2,1,2,10505000.0,,,9,9,3
3145008,0,Conventional:First Lien,1,2,185000,80.0,,,120.0,,1.0,2,1,1,225000.0,42.0,40,1,10,1
4534454,0,Conventional:Subordinate Lien,1,2,115000,89.9,,,360.0,36.0,1.0,2,2,2,1205000.0,219.0,41,3,10,3
2752366,0,Conventional:First Lien,1,2,195000,60.0,,,300.0,36.0,1.0,2,1,2,325000.0,53.0,>60%,7,7,2
1785068,1,Conventional:Subordinate Lien,1,2,425000,60.0,,,360.0,,1.0,2,1,2,735000.0,,,9,9,1
1528212,0,Conventional:First Lien,1,2,95000,80.0,,,360.0,,60.0,2,2,2,115000.0,67.0,30%-<36%,9,2,2
1326499,0,Conventional:Subordinate Lien,1,2,75000,80.0,,,120.0,24.0,12.0,2,1,1,665000.0,184.0,30%-<36%,1,9,1
4413917,0,Conventional:Subordinate Lien,1,2,125000,80.0,,,300.0,36.0,1.0,2,1,2,1015000.0,555.0,36,1,9,3
5733371,0,Conventional:Subordinate Lien,1,2,445000,84.77,,,360.0,,1.0,2,1,2,1325000.0,325.0,36,8,10,0
4063921,1,Conventional:Subordinate Lien,1,2,125000,86.08,,,360.0,,1.0,2,1,2,905000.0,187.0,42,8,10,4
470767,0,Conventional:Subordinate Lien,1,2,75000,93.59,,,360.0,,1.0,2,2,2,535000.0,131.0,39,1,10,2
5732582,1,Conventional:Subordinate Lien,1,2,65000,89.98,,,360.0,,1.0,2,1,2,575000.0,204.0,42,8,9,3
5733156,0,Conventional:Subordinate Lien,1,2,45000,85.0,,,360.0,,1.0,2,1,2,845000.0,276.0,30%-<36%,8,10,3
830025,0,Conventional:Subordinate Lien,1,2,75000,76.42,,,300.0,,1.0,2,1,2,615000.0,245.0,41,3,2,3
4809422,0,Conventional:Subordinate Lien,1,2,75000,86.18,,,180.0,,,2,2,1,115000.0,28.0,50%-60%,2,10,1
4867859,0,Conventional:Subordinate Lien,1,2,85000,89.9,,,360.0,,1.0,2,1,2,815000.0,,20%-<30%,2,2,0
1271999,0,Conventional:Subordinate Lien,1,2,65000,89.99,,,240.0,,1.0,2,2,2,645000.0,194.0,30%-<36%,3,1,3
4401107,1,Conventional:Subordinate Lien,1,2,45000,85.0,,,360.0,,,2,2,2,475000.0,218.0,43,2,9,1
5544895,0,Conventional:First Lien,1,2,365000,80.0,,,361.0,,1.0,2,2,2,455000.0,175.0,30%-<36%,2,9,1
4084388,0,Conventional:Subordinate Lien,1,2,35000,84.87,,,360.0,,1.0,2,1,2,215000.0,95.0,30%-<36%,9,8,4
2250707,0,Conventional:First Lien,1,2,105000,54.05,,,360.0,,1.0,2,2,2,185000.0,50.0,20%-<30%,8,8,3
5237757,1,Conventional:First Lien,1,2,215000,59.8,,,300.0,24.0,1.0,2,1,1,355000.0,363.0,<20%,3,9,1
5453331,1,Conventional:Subordinate Lien,1,2,155000,89.816,,,300.0,,2.0,2,1,2,925000.0,352.0,42,2,9,1
1830687,0,Conventional:Subordinate Lien,1,2,105000,23.63,,,360.0,36.0,1.0,2,2,2,565000.0,88.0,48,8,9,2
2734356,1,Conventional:Subordinate Lien,1,2,15000,89.91,,,360.0,,,2,2,2,115000.0,84.0,30%-<36%,8,10,2
2734120,0,Conventional:Subordinate Lien,1,2,35000,90.0,,,360.0,,,2,2,2,285000.0,281.0,30%-<36%,8,10,1
1845155,0,Conventional:First Lien,1,2,65000,66.67,,,360.0,36.0,1.0,2,2,2,95000.0,23.0,49,8,9,0
1189268,0,Conventional:Subordinate Lien,1,2,125000,60.52,,,240.0,,3.0,2,1,2,255000.0,196.0,20%-<30%,9,2,2
1799789,1,Conventional:First Lien,1,2,25000,9.93,,,360.0,36.0,1.0,2,2,2,255000.0,22.0,45,8,10,4
288289,0,Conventional:Subordinate Lien,1,2,155000,70.0,,,300.0,,,2,2,2,575000.0,185.0,30%-<36%,3,3,3
297125,0,Conventional:Subordinate Lien,1,2,95000,79.93,,,360.0,,6.0,2,1,2,275000.0,,<20%,1,10,4
1601627,0,Conventional:Subordinate Lien,1,2,255000,48.05,,,360.0,,1.0,2,2,2,1175000.0,500.0,<20%,8,8,3
3101661,0,Conventional:Subordinate Lien,1,2,105000,89.88,,,120.0,,1.0,2,1,1,625000.0,286.0,20%-<30%,4,4,1
4067456,0,Conventional:Subordinate Lien,1,2,135000,89.91,,,360.0,,1.0,2,1,2,905000.0,194.0,44,8,9,2
749936,1,Conventional:Subordinate Lien,1,2,85000,90.0,,,360.0,,,2,2,2,575000.0,340.0,30%-<36%,1,10,0
1340127,0,Conventional:Subordinate Lien,1,2,75000,95.0,,,360.0,,3.0,2,1,2,485000.0,189.0,37,1,9,1
5545161,0,Conventional:First Lien,1,2,305000,40.3,,,444.0,,,2,1,2,745000.0,270.0,48,2,2,2
4063982,1,Conventional:Subordinate Lien,1,2,135000,89.99,,,360.0,,1.0,2,1,2,645000.0,136.0,40,8,10,2
4065297,1,Conventional:Subordinate Lien,1,2,45000,89.89,,,360.0,,1.0,2,1,2,475000.0,387.0,30%-<36%,8,9,3
553714,1,Conventional:Subordinate Lien,1,2,105000,87.72,,,120.0,,1.0,2,2,1,505000.0,175.0,36,3,3,2
894736,0,FHA:First Lien,1,1,135000,,,,,,12.0,2,2,2,265000.0,32.0,,9,9,2
5728859,1,Conventional:Subordinate Lien,1,2,75000,89.99,,,360.0,,1.0,2,1,2,585000.0,211.0,37,8,9,1
4530992,1,Conventional:Subordinate Lien,1,2,85000,89.9,,,360.0,36.0,1.0,2,2,2,865000.0,169.0,41,1,9,2
611606,0,Conventional:First Lien,1,2,155000,77.5,,,300.0,,1.0,2,1,1,205000.0,91.0,20%-<30%,1,1,4
3074911,0,Conventional:First Lien,1,2,255000,31.0,,,420.0,,1.0,2,1,2,805000.0,65.0,30%-<36%,8,10,3
3729102,1,Conventional:Subordinate Lien,1,2,215000,81.0,,,120.0,36.0,1.0,2,1,2,615000.0,173.0,30%-<36%,1,10,0
1307958,0,Conventional:Subordinate Lien,1,2,85000,51.99,,,240.0,,3.0,2,1,2,305000.0,174.0,20%-<30%,1,1,0
1311913,0,Conventional:Subordinate Lien,1,2,25000,53.7,,,360.0,,,2,2,2,155000.0,84.0,<20%,8,10,2
4613865,0,Conventional:Subordinate Lien,1,2,65000,89.98956340000001,,,300.0,,1.0,2,1,2,575000.0,124.0,41,8,9,3
3361916,0,Conventional:Subordinate Lien,1,2,215000,51.07,,,360.0,24.0,,2,1,2,515000.0,252.0,39,2,9,1
4509628,0,Conventional:Subordinate Lien,1,2,55000,89.85700000000001,,,360.0,36.0,36.0,2,2,2,355000.0,82.0,43,3,10,4
5544513,0,Conventional:Subordinate Lien,1,2,135000,51.22,,,361.0,,1.0,2,2,2,775000.0,142.0,42,2,10,3
3557483,0,Conventional:First Lien,1,2,305000,80.0,,,361.0,36.0,,2,2,2,375000.0,149.0,20%-<30%,1,9,3
1620281,0,Conventional:Subordinate Lien,1,2,215000,75.0,,,60.0,,1.0,2,1,1,295000.0,116.0,20%-<30%,1,9,1
1062553,0,Conventional:Subordinate Lien,1,2,135000,89.88,,,60.0,,1.0,2,1,1,315000.0,181.0,30%-<36%,8,8,0
2783742,0,Conventional:Subordinate Lien,1,2,125000,80.0,,,120.0,,6.0,2,1,1,725000.0,167.0,44,8,10,0
296921,0,Conventional:First Lien,1,2,235000,95.0,,,360.0,,,2,2,2,245000.0,58.0,42,3,10,1
2863581,0,Conventional:Subordinate Lien,1,2,115000,89.88,,,360.0,36.0,1.0,2,2,2,1205000.0,234.0,36,3,9,2
4534974,0,Conventional:Subordinate Lien,1,2,65000,84.95,,,360.0,36.0,1.0,2,2,2,1215000.0,231.0,44,3,10,4
3557208,0,Conventional:Subordinate Lien,1,2,45000,66.47,,,361.0,36.0,,2,2,2,215000.0,64.0,43,1,10,0
4064016,0,Conventional:Subordinate Lien,1,2,205000,69.45,,,360.0,,1.0,2,1,2,715000.0,158.0,47,8,9,2
4887089,1,Conventional:Subordinate Lien,1,2,75000,95.0,,,360.0,,1.0,2,1,2,515000.0,193.0,20%-<30%,7,9,3
5236607,0,Conventional:Subordinate Lien,1,2,1375000,70.0,,,36.0,,1.0,2,1,1,13755000.0,4404.0,40,2,9,0
119096,0,Conventional:Subordinate Lien,1,2,75000,89.99,,,360.0,,1.0,2,2,2,585000.0,226.0,30%-<36%,9,1,3
1339851,0,Conventional:Subordinate Lien,1,2,135000,80.0,,,360.0,,3.0,2,1,2,545000.0,510.0,<20%,1,9,2
1340530,0,Conventional:Subordinate Lien,1,2,115000,95.0,,,360.0,,3.0,2,1,2,745000.0,280.0,20%-<30%,1,9,1
3599958,0,Conventional:First Lien,1,2,85000,38.64,,,360.0,24.0,6.0,2,1,2,225000.0,40.0,20%-<30%,6,9,3
4501838,1,Conventional:Subordinate Lien,1,2,25000,7.14,,,360.0,,1.0,2,2,2,355000.0,35.0,46,1,10,0
4742364,0,Conventional:Subordinate Lien,1,2,325000,80.0,,,420.0,,1.0,2,1,2,575000.0,548.0,20%-<30%,8,10,3
1104891,0,Conventional:First Lien,1,2,35000,80.0,,,360.0,,1.0,2,1,2,45000.0,60.0,39,8,8,3
1139433,0,Conventional:Subordinate Lien,1,2,225000,87.43700000000001,,,120.0,,12.0,2,1,1,475000.0,145.0,37,1,10,0
